id,character,episode,world,category,source_position,name,area,count_scope,detail_status,source
bbsfm:terra:land-of-departure:treasure:1,Terra,main,Land of Departure,treasure,1,Pulsing Crystal,Mountain Path,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Land_of_Departure
bbsfm:terra:radiant-garden:treasure:5,Terra,main,Radiant Garden,treasure,5,Esuna,Aqueduct,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Radiant_Garden
bbsfm:terra:radiant-garden:treasure:6,Terra,main,Radiant Garden,treasure,6,Blackout,Aqueduct,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Radiant_Garden
bbsfm:terra:radiant-garden:treasure:7,Terra,main,Radiant Garden,treasure,7,Hi-Potion,Aqueduct,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Radiant_Garden
bbsfm:terra:radiant-garden:treasure:8,Terra,main,Radiant Garden,treasure,8,Map,Castle Town,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Radiant_Garden
bbsfm:terra:radiant-garden:treasure:9,Terra,main,Radiant Garden,treasure,9,Panacea,Fountain Court,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Radiant_Garden
bbsfm:terra:radiant-garden:treasure:10,Terra,main,Radiant Garden,treasure,10,Thunder Surge,Fountain Court,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Radiant_Garden
bbsfm:terra:radiant-garden:treasure:11,Terra,main,Radiant Garden,treasure,11,Fleeting Crystal,Fountain Court,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Radiant_Garden
bbsfm:terra:radiant-garden:treasure:12,Terra,main,Radiant Garden,treasure,12,Shimmering Crystal,Merlin's House,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Radiant_Garden
bbsfm:terra:radiant-garden:treasure:13,Terra,main,Radiant Garden,treasure,13,Mega-Potion,Purification Facility,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Radiant_Garden
bbsfm:terra:radiant-garden:treasure:14,Terra,main,Radiant Garden,treasure,14,Chaos Crystal,Purification Facility,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Radiant_Garden
bbsfm:ventus:radiant-garden:treasure:1,Ventus,main,Radiant Garden,treasure,1,Soothing Crystal,Outer Gardens,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Radiant_Garden
bbsfm:ventus:radiant-garden:treasure:2,Ventus,main,Radiant Garden,treasure,2,Pulsing Crystal,Outer Gardens,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Radiant_Garden
bbsfm:ventus:radiant-garden:treasure:3,Ventus,main,Radiant Garden,treasure,3,Ether,Central Square,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Radiant_Garden
bbsfm:ventus:radiant-garden:treasure:4,Ventus,main,Radiant Garden,treasure,4,Potion,Central Square,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Radiant_Garden
bbsfm:ventus:radiant-garden:treasure:5,Ventus,main,Radiant Garden,treasure,5,Panacea,Aqueduct,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Radiant_Garden
bbsfm:ventus:radiant-garden:treasure:6,Ventus,main,Radiant Garden,treasure,6,Fira,Aqueduct,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Radiant_Garden
bbsfm:ventus:radiant-garden:treasure:7,Ventus,main,Radiant Garden,treasure,7,Hi-Potion,Aqueduct,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Radiant_Garden
bbsfm:ventus:radiant-garden:treasure:8,Ventus,main,Radiant Garden,treasure,8,Map,Castle Town,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Radiant_Garden
bbsfm:ventus:radiant-garden:treasure:9,Ventus,main,Radiant Garden,treasure,9,Counter Rush,Fountain Court,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Radiant_Garden
bbsfm:ventus:radiant-garden:treasure:10,Ventus,main,Radiant Garden,treasure,10,Block Recipe,Merlin's House,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Radiant_Garden
bbsfm:ventus:radiant-garden:treasure:11,Ventus,main,Radiant Garden,treasure,11,Hi-Potion,Gardens,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Radiant_Garden
bbsfm:ventus:radiant-garden:treasure:12,Ventus,main,Radiant Garden,treasure,12,Binding Strike,Gardens,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Radiant_Garden
bbsfm:ventus:radiant-garden:treasure:13,Ventus,main,Radiant Garden,treasure,13,Wellspring Crystal,Gardens,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Radiant_Garden
bbsfm:ventus:radiant-garden:treasure:14,Ventus,main,Radiant Garden,treasure,14,Slow,Gardens,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Radiant_Garden
bbsfm:ventus:radiant-garden:treasure:15,Ventus,main,Radiant Garden,treasure,15,Hi-Potion,Front Doors,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Radiant_Garden
bbsfm:ventus:radiant-garden:treasure:16,Ventus,main,Radiant Garden,treasure,16,Freeze Raid,Front Doors,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Radiant_Garden
bbsfm:aqua:radiant-garden:treasure:1,Aqua,main,Radiant Garden,treasure,1,Potion,Central Square,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Radiant_Garden
bbsfm:aqua:radiant-garden:treasure:2,Aqua,main,Radiant Garden,treasure,2,Ether,Central Square,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Radiant_Garden
bbsfm:aqua:radiant-garden:treasure:3,Aqua,main,Radiant Garden,treasure,3,Hi-Potion,Aqueduct,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Radiant_Garden
bbsfm:aqua:radiant-garden:treasure:4,Aqua,main,Radiant Garden,treasure,4,Thundara,Aqueduct,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Radiant_Garden
bbsfm:aqua:radiant-garden:treasure:5,Aqua,main,Radiant Garden,treasure,5,Hi-Potion,Aqueduct,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Radiant_Garden
bbsfm:aqua:radiant-garden:treasure:6,Aqua,main,Radiant Garden,treasure,6,Block Recipe,Aqueduct,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Radiant_Garden
bbsfm:aqua:radiant-garden:treasure:7,Aqua,main,Radiant Garden,treasure,7,Counter Blast,Fountain Court,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Radiant_Garden
bbsfm:aqua:radiant-garden:treasure:8,Aqua,main,Radiant Garden,treasure,8,Soothing Crystal,Fountain Court,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Radiant_Garden
bbsfm:aqua:radiant-garden:treasure:9,Aqua,main,Radiant Garden,treasure,9,Xehanort's Report III,Merlin's House,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Radiant_Garden
bbsfm:aqua:radiant-garden:treasure:10,Aqua,main,Radiant Garden,treasure,10,Zero Gravity,Gardens,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Radiant_Garden
bbsfm:aqua:radiant-garden:treasure:11,Aqua,main,Radiant Garden,treasure,11,Wellspring Crystal,Gardens,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Radiant_Garden
bbsfm:aqua:radiant-garden:treasure:12,Aqua,main,Radiant Garden,treasure,12,Strike Raid,Gardens,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Radiant_Garden
bbsfm:aqua:radiant-garden:treasure:13,Aqua,main,Radiant Garden,treasure,13,Fleeting Crystal,Gardens,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Radiant_Garden
bbsfm:aqua:radiant-garden:treasure:14,Aqua,main,Radiant Garden,treasure,14,Map,Front Doors,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Radiant_Garden
bbsfm:aqua:radiant-garden:treasure:15,Aqua,main,Radiant Garden,treasure,15,Panacea,Front Doors,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Radiant_Garden
bbsfm:aqua:radiant-garden:treasure:16,Aqua,main,Radiant Garden,treasure,16,Mine Square,Front Doors,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Radiant_Garden
bbsfm:terra:disney-town:treasure:1,Terra,main,Disney Town,treasure,1,Map,Main Plaza,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Disney_Town
bbsfm:terra:disney-town:treasure:2,Terra,main,Disney Town,treasure,2,Potion,Main Plaza,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Disney_Town
bbsfm:terra:disney-town:treasure:3,Terra,main,Disney Town,treasure,3,Abounding Crystal,Raceway,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Disney_Town
bbsfm:terra:disney-town:treasure:4,Terra,main,Disney Town,treasure,4,Payback Fang,Raceway,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Disney_Town
bbsfm:terra:disney-town:treasure:5,Terra,main,Disney Town,treasure,5,Slot Edge,Raceway,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Disney_Town
bbsfm:terra:disney-town:treasure:6,Terra,main,Disney Town,treasure,6,Panacea,Gizmo Gallery,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Disney_Town
bbsfm:terra:disney-town:treasure:7,Terra,main,Disney Town,treasure,7,Action Recipe,Gizmo Gallery,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Disney_Town
bbsfm:terra:disney-town:treasure:8,Terra,main,Disney Town,treasure,8,Chaos Crystal,Gizmo Gallery,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Disney_Town
bbsfm:terra:disney-town:treasure:9,Terra,main,Disney Town,treasure,9,Thunder,Gizmo Gallery,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Disney_Town
bbsfm:terra:disney-town:treasure:10,Terra,main,Disney Town,treasure,10,Thunder,Gizmo Gallery,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Disney_Town
bbsfm:terra:disney-town:treasure:11,Terra,main,Disney Town,treasure,11,Absolute Zero,Gizmo Gallery,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Disney_Town
bbsfm:terra:disney-town:treasure:12,Terra,main,Disney Town,treasure,12,Mega-Potion,Gizmo Gallery,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Disney_Town
bbsfm:terra:disney-town:treasure:13,Terra,main,Disney Town,treasure,13,Zero Gravira,Pete's Rec Room,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Disney_Town
bbsfm:terra:disney-town:treasure:14,Terra,main,Disney Town,treasure,14,Aerial Slam,Pete's Rec Room,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Disney_Town
bbsfm:terra:disney-town:treasure:15,Terra,main,Disney Town,treasure,15,Break Time,Pete's Rec Room,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Disney_Town
bbsfm:terra:disney-town:treasure:16,Terra,main,Disney Town,treasure,16,Chaos Crystal,Pete's Rec Room,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Disney_Town
bbsfm:ventus:disney-town:treasure:1,Ventus,main,Disney Town,treasure,1,Map,Main Plaza,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Disney_Town
bbsfm:ventus:disney-town:treasure:2,Ventus,main,Disney Town,treasure,2,Potion,Main Plaza,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Disney_Town
bbsfm:ventus:disney-town:treasure:3,Ventus,main,Disney Town,treasure,3,Superglide,Raceway,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Disney_Town
bbsfm:ventus:disney-town:treasure:4,Ventus,main,Disney Town,treasure,4,Reversal Slash,Raceway,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Disney_Town
bbsfm:ventus:disney-town:treasure:5,Ventus,main,Disney Town,treasure,5,Slot Edge,Raceway,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Disney_Town
bbsfm:ventus:disney-town:treasure:6,Ventus,main,Disney Town,treasure,6,Shimmering Crystal,Raceway,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Disney_Town
bbsfm:ventus:disney-town:treasure:7,Ventus,main,Disney Town,treasure,7,Stop,Raceway,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Disney_Town
bbsfm:ventus:disney-town:treasure:8,Ventus,main,Disney Town,treasure,8,Mega-Ether,Gizmo Gallery,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Disney_Town
bbsfm:ventus:disney-town:treasure:9,Ventus,main,Disney Town,treasure,9,Mega-Potion,Gizmo Gallery,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Disney_Town
bbsfm:ventus:disney-town:treasure:10,Ventus,main,Disney Town,treasure,10,Chaos Crystal,Gizmo Gallery,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Disney_Town
bbsfm:ventus:disney-town:treasure:11,Ventus,main,Disney Town,treasure,11,Thunder,Gizmo Gallery,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Disney_Town
bbsfm:ventus:disney-town:treasure:12,Ventus,main,Disney Town,treasure,12,Thunder,Gizmo Gallery,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Disney_Town
bbsfm:ventus:disney-town:treasure:13,Ventus,main,Disney Town,treasure,13,Mega-Potion,Gizmo Gallery,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Disney_Town
bbsfm:ventus:disney-town:treasure:14,Ventus,main,Disney Town,treasure,14,Panacea,Pete's Rec Room,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Disney_Town
bbsfm:ventus:disney-town:treasure:15,Ventus,main,Disney Town,treasure,15,Action Recipe,Pete's Rec Room,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Disney_Town
bbsfm:ventus:disney-town:treasure:16,Ventus,main,Disney Town,treasure,16,Aerial Slam,Pete's Rec Room,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Disney_Town
bbsfm:ventus:disney-town:treasure:17,Ventus,main,Disney Town,treasure,17,Break Time,Pete's Rec Room,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Disney_Town
bbsfm:ventus:disney-town:treasure:18,Ventus,main,Disney Town,treasure,18,Wellspring Crystal,Pete's Rec Room,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Disney_Town
bbsfm:aqua:disney-town:treasure:1,Aqua,main,Disney Town,treasure,1,Map,Main Plaza,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Disney_Town
bbsfm:aqua:disney-town:treasure:2,Aqua,main,Disney Town,treasure,2,Potion,Main Plaza,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Disney_Town
bbsfm:aqua:disney-town:treasure:3,Aqua,main,Disney Town,treasure,3,Abounding Crystal,Raceway,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Disney_Town
bbsfm:aqua:disney-town:treasure:4,Aqua,main,Disney Town,treasure,4,Fira,Raceway,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Disney_Town
bbsfm:aqua:disney-town:treasure:5,Aqua,main,Disney Town,treasure,5,Slot Edge,Raceway,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Disney_Town
bbsfm:aqua:disney-town:treasure:6,Aqua,main,Disney Town,treasure,6,Hungry Crystal,Gizmo Gallery,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Disney_Town
bbsfm:aqua:disney-town:treasure:7,Aqua,main,Disney Town,treasure,7,Mega-Potion,Gizmo Gallery,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Disney_Town
bbsfm:aqua:disney-town:treasure:8,Aqua,main,Disney Town,treasure,8,Chaos Crystal,Gizmo Gallery,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Disney_Town
bbsfm:aqua:disney-town:treasure:9,Aqua,main,Disney Town,treasure,9,Thunder,Gizmo Gallery,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Disney_Town
bbsfm:aqua:disney-town:treasure:10,Aqua,main,Disney Town,treasure,10,Thunder,Gizmo Gallery,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Disney_Town
bbsfm:aqua:disney-town:treasure:11,Aqua,main,Disney Town,treasure,11,Pulsing Crystal,Gizmo Gallery,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Disney_Town
bbsfm:aqua:disney-town:treasure:12,Aqua,main,Disney Town,treasure,12,Mega-Potion,Gizmo Gallery,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Disney_Town
bbsfm:aqua:disney-town:treasure:13,Aqua,main,Disney Town,treasure,13,Panacea,Pete's Rec Room,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Disney_Town
bbsfm:aqua:disney-town:treasure:14,Aqua,main,Disney Town,treasure,14,Action Recipe,Pete's Rec Room,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Disney_Town
bbsfm:aqua:disney-town:treasure:15,Aqua,main,Disney Town,treasure,15,Aerial Slam,Pete's Rec Room,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Disney_Town
bbsfm:aqua:disney-town:treasure:16,Aqua,main,Disney Town,treasure,16,Break Time,Pete's Rec Room,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Disney_Town
bbsfm:aqua:disney-town:treasure:17,Aqua,main,Disney Town,treasure,17,Soothing Crystal,Pete's Rec Room,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Disney_Town
bbsfm:terra:olympus-coliseum:treasure:1,Terra,main,Olympus Coliseum,treasure,1,Fire Strike,Coliseum Gates,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Olympus_Coliseum
bbsfm:terra:olympus-coliseum:treasure:2,Terra,main,Olympus Coliseum,treasure,2,Mega Attack Recipe,Coliseum Gates,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Olympus_Coliseum
bbsfm:terra:olympus-coliseum:treasure:3,Terra,main,Olympus Coliseum,treasure,3,Mega-Potion,Coliseum Gates,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Olympus_Coliseum
bbsfm:terra:olympus-coliseum:treasure:4,Terra,main,Olympus Coliseum,treasure,4,Map,Vestibule,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Olympus_Coliseum
bbsfm:ventus:olympus-coliseum:treasure:1,Ventus,main,Olympus Coliseum,treasure,1,Fire Strike,Coliseum Gates,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Olympus_Coliseum
bbsfm:ventus:olympus-coliseum:treasure:2,Ventus,main,Olympus Coliseum,treasure,2,Cura,Coliseum Gates,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Olympus_Coliseum
bbsfm:ventus:olympus-coliseum:treasure:3,Ventus,main,Olympus Coliseum,treasure,3,Mega-Potion,Coliseum Gates,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Olympus_Coliseum
bbsfm:ventus:olympus-coliseum:treasure:4,Ventus,main,Olympus Coliseum,treasure,4,Map,Vestibule,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Olympus_Coliseum
bbsfm:aqua:olympus-coliseum:treasure:1,Aqua,main,Olympus Coliseum,treasure,1,Fire Strike,Coliseum Gates,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Olympus_Coliseum
bbsfm:aqua:olympus-coliseum:treasure:2,Aqua,main,Olympus Coliseum,treasure,2,Cura,Coliseum Gates,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Olympus_Coliseum
bbsfm:aqua:olympus-coliseum:treasure:3,Aqua,main,Olympus Coliseum,treasure,3,Mega-Potion,Coliseum Gates,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Olympus_Coliseum
bbsfm:aqua:olympus-coliseum:treasure:4,Aqua,main,Olympus Coliseum,treasure,4,Map,Vestibule,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Olympus_Coliseum
bbsfm:terra:deep-space:treasure:1,Terra,main,Deep Space,treasure,1,High Jump,Turo Prison Block,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Deep_Space
bbsfm:terra:deep-space:treasure:2,Terra,main,Deep Space,treasure,2,Brutal Blast,Turo Prison Block,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Deep_Space
bbsfm:terra:deep-space:treasure:3,Terra,main,Deep Space,treasure,3,Pulsing Crystal,Turo Prison Block,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Deep_Space
bbsfm:terra:deep-space:treasure:4,Terra,main,Deep Space,treasure,4,Mega-Ether,Turo Prison Block,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Deep_Space
bbsfm:terra:deep-space:treasure:5,Terra,main,Deep Space,treasure,5,Mega-Potion,Turo Prison Block,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Deep_Space
bbsfm:terra:deep-space:treasure:6,Terra,main,Deep Space,treasure,6,Map,Turo Transporter,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Deep_Space
bbsfm:terra:deep-space:treasure:7,Terra,main,Deep Space,treasure,7,Hi-Potion,Durgon Transporter,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Deep_Space
bbsfm:terra:deep-space:treasure:8,Terra,main,Deep Space,treasure,8,Ether,Ship Corridor,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Deep_Space
bbsfm:terra:deep-space:treasure:9,Terra,main,Deep Space,treasure,9,Hi-Potion,Ship Corridor,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Deep_Space
bbsfm:terra:deep-space:treasure:10,Terra,main,Deep Space,treasure,10,Pulsing Crystal,Ship Corridor,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Deep_Space
bbsfm:terra:deep-space:treasure:11,Terra,main,Deep Space,treasure,11,Warp,Ship Corridor,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Deep_Space
bbsfm:terra:deep-space:treasure:12,Terra,main,Deep Space,treasure,12,Hi-Potion,Control Room,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Deep_Space
bbsfm:terra:deep-space:treasure:13,Terra,main,Deep Space,treasure,13,Hungry Crystal,Ship Hub,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Deep_Space
bbsfm:terra:deep-space:treasure:14,Terra,main,Deep Space,treasure,14,Mega-Potion,Ship Hub,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Deep_Space
bbsfm:terra:deep-space:treasure:15,Terra,main,Deep Space,treasure,15,Fleeting Crystal,Ship Hub,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Deep_Space
bbsfm:terra:deep-space:treasure:16,Terra,main,Deep Space,treasure,16,Thundara,Launch Deck,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Deep_Space
bbsfm:terra:deep-space:treasure:17,Terra,main,Deep Space,treasure,17,Abounding Crystal,Launch Deck,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Deep_Space
bbsfm:terra:deep-space:treasure:18,Terra,main,Deep Space,treasure,18,Wellspring Crystal,Launch Deck,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Deep_Space
bbsfm:terra:deep-space:treasure:19,Terra,main,Deep Space,treasure,19,Mine Square,Machinery Bay Access,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Deep_Space
bbsfm:ventus:deep-space:treasure:1,Ventus,main,Deep Space,treasure,1,Abounding Crystal,Durgon Transporter,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Deep_Space
bbsfm:ventus:deep-space:treasure:2,Ventus,main,Deep Space,treasure,2,Hi-Potion,Ship Corridor,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Deep_Space
bbsfm:ventus:deep-space:treasure:3,Ventus,main,Deep Space,treasure,3,Pulsing Crystal,Ship Corridor,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Deep_Space
bbsfm:ventus:deep-space:treasure:4,Ventus,main,Deep Space,treasure,4,Mega-Ether,Ship Corridor,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Deep_Space
bbsfm:ventus:deep-space:treasure:5,Ventus,main,Deep Space,treasure,5,Hi-Potion,Ship Corridor,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Deep_Space
bbsfm:ventus:deep-space:treasure:6,Ventus,main,Deep Space,treasure,6,Map,Control Room,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Deep_Space
bbsfm:ventus:deep-space:treasure:7,Ventus,main,Deep Space,treasure,7,Thundara,Ship Hub,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Deep_Space
bbsfm:ventus:deep-space:treasure:8,Ventus,main,Deep Space,treasure,8,Zero Gravira,Ship Hub,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Deep_Space
bbsfm:ventus:deep-space:treasure:9,Ventus,main,Deep Space,treasure,9,Pulse Bomb,Ship Hub,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Deep_Space
bbsfm:ventus:deep-space:treasure:10,Ventus,main,Deep Space,treasure,10,Chaos Crystal,Machinery Bay,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Deep_Space
bbsfm:ventus:deep-space:treasure:11,Ventus,main,Deep Space,treasure,11,Mine Shield,Machinery Bay,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Deep_Space
bbsfm:ventus:deep-space:treasure:12,Ventus,main,Deep Space,treasure,12,Xehanort's Report I,Launch Deck,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Deep_Space
bbsfm:ventus:deep-space:treasure:13,Ventus,main,Deep Space,treasure,13,Mega Attack Recipe,Launch Deck,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Deep_Space
bbsfm:ventus:deep-space:treasure:14,Ventus,main,Deep Space,treasure,14,Fire Surge,Launch Deck,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Deep_Space
bbsfm:ventus:deep-space:treasure:15,Ventus,main,Deep Space,treasure,15,Fleeting Crystal,Launch Deck,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Deep_Space
bbsfm:ventus:deep-space:treasure:16,Ventus,main,Deep Space,treasure,16,Mega-Potion,Machinery Bay Access,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Deep_Space
bbsfm:aqua:deep-space:treasure:1,Aqua,main,Deep Space,treasure,1,Teleport,Turo Prison Block,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Deep_Space
bbsfm:aqua:deep-space:treasure:2,Aqua,main,Deep Space,treasure,2,Blitz,Turo Prison Block,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Deep_Space
bbsfm:aqua:deep-space:treasure:3,Aqua,main,Deep Space,treasure,3,Abounding Crystal,Turo Prison Block,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Deep_Space
bbsfm:aqua:deep-space:treasure:4,Aqua,main,Deep Space,treasure,4,Mega-Potion,Turo Prison Block,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Deep_Space
